id,name,category,falCategory,status,prefix,supportsLora,imageFields,maxRefs,refImagesField,needsSource,needsFirstFrame,supportsI2v,promptField,aspectRatioField,durationField,hasOpenapiOverlay,notes
fal-ai/kling-video/o3/pro/text-to-video,Kling O3 Text to Video [Pro],video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,Generate realistic videos using Kling O3 from Kling Team!
fal-ai/kling-video/v3/turbo/standard/text-to-video,Kling Video V3 Standard Turbo Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
alibaba/happy-horse/v1.1/image-to-video,Happy Horse 1.1 Image to Video,video,image-to-video,available,alibaba,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/bytedance/seedance/v1/pro/text-to-video,Seedance 1.0 Pro,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"Seedance 1.0 Pro, a high quality video generation model developed by Bytedance."
fal-ai/flux-2/lora/edit,FLUX 2 Lora Edit,image,image-to-image,available,fal-ai,True,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/qwen-image-layered,Qwen Image Layered,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/seedvr/upscale/image/seamless,SeedVR2,upscale,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
veed/lipsync/v2,VEED Lipsync,video,video-to-video,available,veed,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hyper3d/rodin/v2.5,Hyper3D - Rodin V2.5 - Image to 3D,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/wan/v2.2-14b/animate/replace,Wan-2.2 Animate Replace,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
google/virtual-try-on,Google Virtual Try On,image,image-to-image,available,google,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/v1/standard/image-to-video,Kling 1.0,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/kling-video/o3/standard/text-to-video,Kling O3 Text to Video [Standard],video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,Generate realistic videos using Kling O3 from Kling Team!
fal-ai/sam-3/3d-objects,Sam 3,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/z-image/turbo/lora,Z Image Turbo Lora,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/chatterbox/text-to-speech,Chatterbox,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-2512,Qwen Image 2512,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
bria/video/background-removal/v3,Bria's VRMBG 3.0,bg,video-to-video,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/veo3.1/fast/reference-to-video,Veo 3.1 Fast,video,image-to-video,available,fal-ai,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
krea/v2/medium/text-to-image,Krea 2 Medium,image,text-to-image,available,krea,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-apps-v2/outpaint,Image Outpaint,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
sonilo/v1.1/text-to-music,Sonilo V1.1 Text to Music,audio,text-to-audio,available,sonilo,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/depth-anything-video,Depth Anything Video,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ltx-2.3/image-to-video,LTX 2.3 Video Pro,video,image-to-video,available,fal-ai,False,end_image_url|image_url,1,image_url,False,True,True,prompt,aspect_ratio,duration,True,"LTX-2.3 is a high-quality, fast AI video model available in Pro and Fast variants for text-to-video, image-to-video, and"
fal-ai/pixverse/lipsync,PixVerse Lipsync,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/fast-lightning-sdxl,Stable Diffusion XL Lightning,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,Run SDXL at the speed of light
fal-ai/sync-lipsync/v3/image-to-video,sync-3 Avatar Image to Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/minimax/hailuo-02/standard/text-to-video,MiniMax Hailuo 02 [Standard] (Text to Video),video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/inworld-tts,Inworld TTS-1.5 Max,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hunyuan-image/v3/instruct/edit,Hunyuan Image,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/stable-audio-3/medium/text-to-audio,Stable Audio 3,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-general,FLUX.1 [dev] with Controlnets and Loras,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
minimax/h3/reference-to-video/lora,MiniMax H3 Reference to Video LoRA,video,video-to-video,available,minimax,True,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/recraft/v4.1/text-to-vector,Recraft V4.1 Text to Vector,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-3-tts/text-to-speech/1.7b,Qwen 3 TTS - Text to Speech [1.7B],audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v2.1/master/image-to-video,Kling 2.1 Master,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/wan-25-preview/text-to-video,Wan 2.5 Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/hailuo-2.3/pro/image-to-video,MiniMax Hailuo 2.3 [Pro] (Image to Video),video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,True,"MiniMax Hailuo-2.3 Image To Video API (Pro, 1080p): Advanced image-to-video generation model with 1080p resolution"
reve/2.1/edit,Reve 2.1,image,image-to-image,available,reve,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/hunyuan3d-v3/image-to-3d,Hunyuan3d V3,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
alibaba/happy-horse/reference-to-video,Happy Horse,video,image-to-video,available,alibaba,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/flux-pro/v1/erase,Flux Pro Erase,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/workflow-utilities/auto-subtitle,Workflow Utilities Auto Subtitle,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/recraft/v4/pro/text-to-image,Recraft V4 Pro,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,Recraft V4 was developed with designers to bring true visual taste to AI image generation. Built for brand systems and p
cassetteai/sound-effects-generator,Sound Effects Generator,audio,text-to-audio,available,cassetteai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/hailuo-2.3/standard/image-to-video,MiniMax Hailuo 2.3 [Standard] (Image to Video),video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,duration,True,"MiniMax Hailuo-2.3 Image To Video API (Standard, 768p): Advanced image-to-video generation model with 768p resolution"
fal-ai/wan/v2.7/reference-to-video,Wan 2.7 Reference to Video,video,image-to-video,available,fal-ai,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/minimax/speech-2.8-turbo,MiniMax Speech 2.8 [Turbo],audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
xai/grok-imagine-video/edit-video,Grok Imagine Video,video,video-to-video,available,xai,False,image_url,1,image_url,False,True,True,prompt,,,False,
microsoft/mai-image-2.5/edit,Mai Image 2.5,image,image-to-image,available,microsoft,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/elevenlabs/text-to-dialogue/eleven-v3,Elevenlabs,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ideogram/v2,Ideogram V2,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,,True,"Generate high-quality images, posters, and logos with Ideogram V2. Features exceptional typography handling and realisti"
fal-ai/bytedance/omnihuman,OmniHuman,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
xai/grok-imagine-video/v1.5/text-to-video,Grok Imagine Video 1.5 Text to Video,video,text-to-video,available,xai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ideogram/character,Ideogram V3 Character,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
ideogram/v4/instant,V4.0q [instant],image,text-to-image,available,ideogram,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/patina/material,PATINA,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
alibaba/happy-horse/video-edit,Happy Horse Video Edit,video,video-to-video,available,alibaba,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-pro/kontext/max/text-to-image,FLUX.1 Kontext [max],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hyper3d/rodin,Hyper3D Rodin,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2/klein/9b/base/edit,FLUX.2 [klein] 9B Base,image,image-to-image,available,fal-ai,False,image_urls,9,image_urls,False,False,False,prompt,,,False,
mirelo-ai/sfx-v1.5/video-to-video,Mirelo SFX V1.5,video,video-to-video,available,mirelo-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ace-step/prompt-to-audio,ACE Step Prompt To Audio,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
tripo3d/tripo/v2.5/image-to-3d,Tripo3D,3d,image-to-3d,available,tripo3d,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/wan/v2.2-a14b/text-to-video,Wan-2.2 Text-to-Video A14B,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,,True,Wan-2.2 text-to-video is a video model that generates high-quality videos with high visual quality and motion diversity 
wan/v2.6/image-to-image,Wan v2.6 Image to Image,image,image-to-image,available,wan,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-image/o3/text-to-image,Kling Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
luma/agent/ray/v3.2/image-to-video,Luma Ray 3.2 Image to Video,video,image-to-video,available,luma,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/meshy/v6/image-to-3d,Meshy 6,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
topaz/upscale/image/creative,Topaz Upscale Image Creative,upscale,image-to-image,available,topaz,False,,1,image_url,True,False,False,prompt,,,False,
alibaba/happy-horse/text-to-video,Happy Horse,video,text-to-video,available,alibaba,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v3/turbo/pro/text-to-video,Kling Video V3 Turbo Pro Text to Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
ideogram/v4/fast,V4.0q [fast],image,text-to-image,available,ideogram,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/image-01,MiniMax (Hailuo AI) Text to Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
microsoft/mai-image-2.5,Mai Image 2.5 Text to Image,image,text-to-image,available,microsoft,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/creatify/aurora,Creatify Aurora,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/recraft/v4.1/pro/text-to-image,Recraft V4.1 Text to Image Pro,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,True,Recraft V4.1 Pro pushes the V4.1 model into high-resolution territory — up to 2048×2048 and ultra-wide formats. Made for
recraft/v4/style/text-to-image,Recraft V4 Styles Text to Image,image,text-to-image,available,recraft,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-image/v3/image-to-image,Kling Image,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-video/o1/standard/image-to-video,Kling O1 First Frame Last Frame to Video [Standard],video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/wan/v2.2-14b/animate/move,Wan-2.2 Animate Move,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
topaz/upscale/video/generative,Topaz Upscale Video Generative,upscale,video-to-video,available,topaz,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/v2/master/image-to-video,Kling 2.0 Master,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/recraft/v4/text-to-vector,Recraft V4 (Vector),image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/o3/4k/image-to-video,Kling Video,video,image-to-video,available,fal-ai,False,end_image_url|image_url,1,image_url,False,True,True,prompt,,duration,True,"Kling's Native 4K is a video generation model that directly outputs professional-grade 4K video in one step, eliminating"
fal-ai/kling-video/o3/standard/video-to-video/reference,Kling O3 Reference Video to Video [Standard],video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling/v1-5/kolors-virtual-try-on,Kling Kolors Virtual TryOn v1.5,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-2/klein/9b/edit/lora,FLUX.2 [klein] 9B LoRA,image,image-to-image,available,fal-ai,True,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/kling-video/o3/4k/reference-to-video,Kling Video,video,image-to-video,available,fal-ai,False,start_image_url|end_image_url|image_urls,9,image_urls,False,True,True,prompt,aspect_ratio,duration,True,"Kling's Native 4K is a video generation model that directly outputs professional-grade 4K video in one step, eliminating"
fal-ai/vidu/q3/image-to-video,Vidu,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,duration,True,Vidu's latest Q3 pro models.
veed/video-background-removal,Video Background Removal,bg,video-to-video,available,veed,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/wan/v2.7/text-to-image,Wan,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
openrouter/router/video,OpenRouter [Video],video,video-to-text,available,openrouter,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/workflow-utilities/scale-video,Workflow Utilities Scale Video,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
tripo3d/h3.1/multiview-to-3d,Tripo H3.1 Multiview to 3D,3d,image-to-3d,available,tripo3d,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/video-understanding,Video Understanding,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/sam-3/image-rle,Sam 3,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
reve/2.1/remix,Reve 2.1,image,image-to-image,available,reve,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/kling-image/v3/text-to-image,Kling Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
alibaba/happy-horse/v1.1/reference-to-video,Happy Horse 1.1 Reference to Video,video,image-to-video,available,alibaba,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/wan/v2.7/edit-video,Wan,video,video-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/flux/krea,FLUX.1 Krea [dev],image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/hailuo-2.3/standard/text-to-video,MiniMax Hailuo 2.3 [Standard] (Text to Video),video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/gemini-tts,Gemini TTS,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/v6/transition,PixVerse V6 Transition,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/bytedance/seedance/v1/pro/fast/text-to-video,Bytedance Seedance V1 Pro Fast Text To Video,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/image-editing/photo-restoration,Image Editing Photo Restoration,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/lora,Stable Diffusion with LoRAs,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-image-edit-2511/lora,Qwen Image Edit 2511,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
bria/fibo-edit-1.5/edit,Fibo Edit 1.5 Image Editing,image,image-to-image,available,bria,False,image_url,1,image_url,True,False,False,prompt,,,False,
openrouter/router/openai/v1/embeddings,OpenRouter Embeddings [OpenAI Compatible],image,llm,available,openrouter,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ideogram/v3/reframe,Ideogram,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-general/inpainting,FLUX.1 [dev] with Controlnets and Loras,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/qwen-image-edit/inpaint,Qwen Image Edit,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-lora/inpainting,FLUX.1 [dev] Inpainting with LoRAs,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-2/klein/9b/base/edit/lora,FLUX.2 [klein] 9B Base LoRA,image,image-to-image,available,fal-ai,True,image_urls,9,image_urls,False,False,False,prompt,,,False,
fal-ai/ltx-2.3/text-to-video/fast,LTX 2.3 Video Fast,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pika/v2.2/image-to-video,Pika Image to Video (v2.2),video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
meshy/v7/multi-image-to-3d,V7 Multi Image to 3D,3d,image-to-3d,available,meshy,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/moondream3-preview/query,Moondream 3 Preview [Query],image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
topaz/upscale/image/transparent,Topaz Upscale Image Transparent,upscale,image-to-image,available,topaz,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/flux-general/image-to-image,FLUX.1 [dev] with Controlnets and Loras,image,image-to-image,available,fal-ai,True,image_url,1,image_url,True,False,False,prompt,,,False,supportsLora via schema fields/tags (not id)
fal-ai/kling-image/o1,Kling O1 Image,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
tripo3d/triposplat,Triposplat,3d,image-to-3d,available,tripo3d,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sana,Sana,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
lightricks/ltx-2.5/text-to-video/fast,Ltx 2.5 Text to Video Fast,video,text-to-video,available,lightricks,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,LTX-2.5 is Lightricks' open-source audio-video model. This endpoint generates synchronized video and audio from a text p
fal-ai/wan/v2.2-a14b/text-to-video/turbo,Wan,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/kling-video/o1/reference-to-video,Kling O1 Reference Image to Video [Pro],video,image-to-video,available,fal-ai,False,image_urls,9,image_urls,False,True,True,prompt,,,False,
fal-ai/bria/background/replace,Bria Background Replace,bg,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sam-audio/separate,Sam Audio,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
blackforestlabs/flux-3/image-to-video/draft,Flux 3 Image To Video Draft,video,image-to-video,available,blackforestlabs,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/f5-tts,F5 TTS,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/c1/image-to-video,PixVerse C1 Image To Video,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/gpt-image-1-mini,GPT Image 1 Mini,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
ideogram/v4/image-to-image,Ideogram V4.0q Image to Image,image,image-to-image,available,ideogram,False,image_url,1,image_url,True,False,False,prompt,,,True,"Ideogram V4.0q Image-to-Image transforms an input image with a text prompt, restyling and reworking the composition whil"
fal-ai/ltx-video,LTX Video (preview),video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/iclight-v2,IC-Light-v2 for Image Relighting,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/chatterbox/speech-to-speech,Chatterbox,audio,speech-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/smart-resize,Smart Resize,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/birefnet/v2/video,Birefnet,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ltx-2.3/text-to-video,LTX Video 2.3 Pro,video,text-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,"LTX-2.3 is a high-quality, fast AI video model available in Pro and Fast variants for text-to-video, image-to-video, and"
recraft/v4/style/pro/text-to-image,Recraft V4 Styles Pro Text to Image,image,text-to-image,available,recraft,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/index-tts-2/text-to-speech,Index TTS 2.0,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
microsoft/mai-image-2.5-pro/edit,MAI Image 2.5 Pro (Edit),image,image-to-image,available,microsoft,False,image_url,1,image_url,True,False,False,prompt,,,False,
bria/fibo-gen-1.5/text-to-image,Fibo Gen 1.5 Text to Image,image,text-to-image,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/qwen-3-tts/clone-voice/1.7b,Qwen 3 TTS - Clone Voice [1.7B],audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/patina,PATINA,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/florence-2-large/more-detailed-caption,Florence-2 Large,image,vision,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/hunyuan3d/v2,Hunyuan3D,3d,image-to-3d,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
alibaba/happy-horse/v1.1/text-to-video,Happy Horse 1.1 Text to Video,video,text-to-video,available,alibaba,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/infinitalk,Infinitalk,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax-music,MiniMax (Hailuo AI) Music,audio,text-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/pixverse/swap,PixVerse Swap,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
wan/v2.6/text-to-video,Wan v2.6 Text to Video,video,text-to-video,available,wan,False,,1,image_url,False,False,False,prompt,aspect_ratio,duration,True,Wan 2.6 text-to-video model.
fal-ai/hunyuan-image/v3/text-to-image,Hunyuan Image,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/imageutils/depth,Midas Depth Estimation,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/wan/v2.2-5b/image-to-video,Wan v2.2 5B,video,image-to-video,available,fal-ai,False,image_url|end_image_url,1,image_url,False,True,True,prompt,,,False,
fal-ai/minimax/voice-design,MiniMax Voice Design,audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/minimax/speech-2.6-hd,MiniMax Speech 2.6 [HD],audio,text-to-speech,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/florence-2-large/object-detection,Florence-2 Large,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/recraft/v3/image-to-image,Recraft V3,image,image-to-image,available,fal-ai,False,image_url,1,image_url,True,False,False,prompt,,,True,"Recraft V3 is a text-to-image model with the ability to generate long texts, vector art, images in brand style, and much"
fal-ai/elevenlabs/voice-changer,ElevenLabs Voice Changer,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/bytedance/dreamactor/v2,Bytedance Dreamactor V2,video,video-to-video,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/elevenlabs/audio-isolation,ElevenLabs Audio Isolation,audio,audio-to-audio,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/flux-lora-fill,FLUX.1 [dev] Fill with LoRAs,image,image-to-image,available,fal-ai,True,,1,image_url,True,False,False,prompt,,,False,
blackforestlabs/flux-3/keyframes-to-video,Flux 3 Image to Video,video,image-to-video,available,blackforestlabs,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/ffmpeg-api/images-to-video,Ffmpeg Api Images to Video,video,image-to-video,available,fal-ai,False,,1,image_url,False,True,True,prompt,,,False,
fal-ai/finegrain-eraser/mask,Finegrain Eraser Mask,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/sam2/auto-segment,Segment Anything Model 2,image,image-to-image,available,fal-ai,False,,1,image_url,True,False,False,prompt,,,False,
hitem3d/hi3d/v3.0/image-to-3d,Hi3D Image to 3D,3d,image-to-3d,available,hitem3d,False,,1,image_url,True,False,False,prompt,,,False,
fal-ai/minimax/hailuo-02-fast/image-to-video,Minimax,video,image-to-video,available,fal-ai,False,image_url,1,image_url,False,True,True,prompt,,duration,True,Create blazing fast and economical videos with MiniMax Hailuo-02 Image To Video API at 512p resolution
bria/video/background-removal,Video,bg,video-to-video,available,bria,False,,1,image_url,False,False,False,prompt,,,False,
veed/video-background-removal/fast,Video Background Removal,bg,video-to-video,available,veed,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/stable-diffusion-v35-large,Stable Diffusion 3.5 Large,image,text-to-image,available,fal-ai,True,,1,image_url,False,False,False,prompt,,,True,supportsLora via schema fields/tags (not id); Stable Diffusion 3.5 Large is a Multimodal Diffusion Transformer (MMDiT) text-to-image model that features improved perf
fal-ai/hunyuan-3d/v3.1/pro/text-to-3d,Hunyuan 3D Pro Text to 3D,3d,text-to-3d,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/z-image/base,Z Image Base,image,text-to-image,available,fal-ai,False,,1,image_url,False,False,False,prompt,,,False,
fal-ai/ideogram/v3/edit,Ideogram V3 Edit,image,image-to-image,available,fal-ai,False,image_url|image_urls,9,image_urls,True,False,False,prompt,,,True,"Transform existing images with Ideogram V3's editing capabilities. Modify, adjust, and refine images while maintaining h"
